# 游戏内文本译文（由 tools/i18n_batch.py 生成，请勿手工编辑）
#
# 覆盖对话、战斗消息、说明文字等；名称类官方译名见 zh_CN_names.txt。
# 同一原文在不同文件里含义不同时，用 @file 限定到具体文件。

"This time I'll do it!\p" = "这次一定行！\p"
"This time we have it in the bag!$" = "这次我们稳了！$"
"This time, I'm going to challenge\n" = "这次，就由我向你\n"
"This time, it won't be about the\n" = "这次，不关\n"
"This time, it's {STR_VAR_1} and\n" = "这次是{STR_VAR_1}和\n"
"This time-\p" = "这次…\p"
"This tournament's average team.$" = "水平中等的队伍。$"
"This towering white mountain of rock\n" = "这座高耸的白色岩山\n"
"This tree looks like it can be\n" = "这棵树看起来可以\n"
"This vase looks expensive…\n" = "这个花瓶看起来很贵…\n"
"This will be my last question,\l" = "这是我最后一个问题，\l"
"This will clear all currently placed\n" = "这将清除当前摆放的\n"
"This will give you another Resource to\n" = "这会让你多一项要管理的\n"
"This will grant an additional berry\n" = "这会再多一块\n"
"This won't stop me from attaining my\n" = "这阻挡不了我实现\n"
"This {POKEBLOCK} has no effect.{PAUSE_UNTIL_PRESS}$" = "这个{POKEBLOCK}没有效果。{PAUSE_UNTIL_PRESS}$"
"This {STR_VAR_1} plant is growing taller.$" = "这株{STR_VAR_1}正在长高。$"
"This {STR_VAR_2} being here…\n" = "这里放着这个 {STR_VAR_2}…\n"
"This {STR_VAR_2}…\n" = "这个 {STR_VAR_2}…\n"
"Thor" = "索尔"
"Thorn" = "荆棘"
"Thorn Monkey" = "刺猴"
"Thorn Pod" = "刺球"
"Thorn Seed" = "刺果"
"ThornApple" = "曼陀罗果"
"Thornberry" = "刺莓"
"Those Trainers were really tough, which\n" = "那些训练家真难对付，\n"
"Those creeps…\n" = "那些家伙…\n"
"Those defeated in battle withdraw\n" = "战败之人悄然\n"
"Those hit by the wave can\n" = "被波浪击中的对手\n"
"Those noises don't sound very good to\l" = "那些声音听起来\l"
"Those people who want to make great\n" = "如果想做出极品\n"
"Those who destroy nature" = "破坏自然的人，"
"Though I have lost, my heart remains\n" = "虽然我输了，\n"
"Though I have lost, my wings will\l" = "虽然我输了，但我的翅膀\l"
"Though I must tell you that being a\n" = "不过我得告诉你，\n"
"Though it doesn't mean that the route\n" = "不过这并不代表\n"
"Though there is one thing for sure,\n" = "不过有一点可以肯定，\n"
"Three digits matched, so you win the\n" = "对了三个数字，获得\n"
"Through fishing, I have attained a\n" = "通过钓鱼，我领悟到了\n"
"Throw into a\n" = "扔进\n"
"Throw {POKEBLOCK}S at wild POKéMON to make\n" = "向野生宝可梦扔宝可方块，\n"
"Throws 2 to 5 stars that\n" = "投出2到5颗飞星，\n"
"Throws a blob of mud to\n" = "投掷泥块，\n"
"Throws a bone boomerang\n" = "投掷骨头回旋镖，\n"
"Throws a rock to knock the\n" = "投掷岩石，\n"
"Throws coins at the foe.\n" = "向对手投掷硬币，\n"
"Throws poison spikes if hit." = "受击时撒下毒菱。"
"Throws scorching sand at\n" = "向对手投灼热沙子，\n"
"Throws small rocks to\n" = "投掷小石块\n"
"Throws two steel gears\n" = "投出两个钢铁齿轮，\n"
"Thud! That's the sound of your\n" = "咚！那就是你的力量\n"
"Thumper" = "桑普"
"Thunderstorm" = "雷雨"
"Thundurus,\l" = "雷电云、\l"
"Tidying up complete!" = "收拾完毕！"
"Tieguanyin" = "铁观音"
"Tiger" = "老虎"
"Tiger Cat" = "虎猫"
"Tiles" = "地砖"
"Time Travel" = "时空穿越"
"Time for a little exhibition match,\n" = "来场小小的表演赛，\n"
"Time for me to beat it home.$" = "我该溜回家了。$"
"Time is limited and has almost run out.\n" = "时间有限，马上就要结束了。\n"
"Time to build it up from scratch again, I\n" = "看来又得从头再来了，\n"
"Time to go all out!$" = "该全力以赴了！$"
"Time to say good-bye until next time!$" = "该说再见了，下次见！$"
"Time to tell me about yourself$" = "该告诉我你的情况了$"
"Time to test my latest haul!$" = "来试试我的新收获！$"
"Timer: {STR_VAR_1}:{STR_VAR_2}\n" = "计时：{STR_VAR_1}:{STR_VAR_2}\n"
"Timid" = "胆小"
"Timmy" = "蒂米"
"Tindora" = "廷多拉"
"Tinker" = "修补匠"
"TinkerBell" = "小叮当"
"Tinky" = "丁基"
"Tiny" = "小不点"
"Tiny Bee" = "小蜂"
"Tiny Bird" = "小鸟"
"Tiny Leaf" = "嫩叶"
"Tiny Mouse" = "小老鼠"
"Tiny Pigeon" = "小鸽"
"Tiny Raccoon" = "小浣熊"
"Tiny Robin" = "知更鸟宝可梦"
"Tiny Swallow" = "小燕子"
"Tiny Turtle" = "小龟"
"Tiny hooks on the surface latch onto" = "表面的小钩子会钩住"
"Tipper" = "蒂珀"
"To Adventure!" = "去冒险！"
"To Liberate all Pokémon is Team Plasma's\n" = "解放所有宝可梦是等离子队\n"
"To a HIKER, mountains are roads!$" = "对登山男来说，山就是路！$"
"To achieve a 3-win streak…\p" = "要达成三连胜…\p"
"To best even me…\n" = "竟然连我都打败了…\n"
"To break away from civilization and\n" = "脱离文明，\n"
"To devote yourself entirely to such a\n" = "将自己完全投入这种\n"
"To enter the UNION ROOM, you must\n" = "要进入联合房间，你\n"
"To enter, you must provide three\n" = "参赛需准备三只\n"
"To hide a POKéMON, use a POKéMON!\p" = "藏宝可梦就要藏在宝可梦里！\p"
"To hide a tree, use a forest!$" = "藏树就要藏在森林里！$"
"To hide a tree, use a forest!\n" = "藏树就要藏在森林里！\n"
"To keep winning my way up, I see that\n" = "想一路赢上去，看来\n"
"To lurk in shadows, and live in\n" = "潜身暗影，栖于\n"
"To my EVER so lovingly setup finale!\p" = "来到我无比用心布置的终局！\p"
"To our TV audience, I have a request.\p" = "我要向电视观众提个请求。\p"
"To play this game, you must have\n" = "要玩这个游戏，你需要\n"
"To qualify, you must bring three\n" = "要获得资格，需带上三只\n"
"To see which one of us can be the true\n" = "看看我们谁能成为\n"
"To take the title of Champion of the\n" = "为了拿下宝可梦联盟\n"
"To train myself, I challenge all\n" = "为了锻炼自己，我向\n"
"To travel wherever your heart desires\n" = "和宝可梦一起随心所欲\n"
"To use the BERRY CRUSH service,\n" = "使用树果粉碎服务，\n"
"To win Gym Badges, you say?\p" = "你说要赢道馆徽章？\p"
"To-do" = "待办"
"Toast" = "吐司"
"Today I have to do some walking,\n" = "今天我要走路，\n"
"Today I'm here to WIN! Even if it might\n" = "今天我是来赢的！就算\n"
"Today we're running a {STR_VAR_1}\n" = "今天举办的是{STR_VAR_1}\n"
"Today we're visiting a shop\n" = "今天我们要探访\n"
"Today's case study is on {STR_VAR_1}'s\n" = "今天的案例是 {STR_VAR_1} 的\n"
"Today's featured pretty POKéMON\n" = "今天的可爱宝可梦主角\n"
"Today's no. 1 TRAINER is none other\n" = "今天的第一名训练家\n"
"Today's rival TRAINER is {STR_VAR_1},\n" = "今天的劲敌训练家是{STR_VAR_1}，\n"
"Today's rival TRAINER is {STR_VAR_1}.\p" = "今天的劲敌训练家是 {STR_VAR_1}。\p"
"Today's the day I'm going to do it!\n" = "今天我一定办得到！\n"
"Today, I have a POKéMON question\n" = "今天有个宝可梦的问题\n"
"Today, I have a move question\n" = "今天有个招式的问题\n"
"Today, I shall do a reading of\n" = "今天我来解读\n"
"Today, I want to share with you\n" = "今天我想和大家分享\n"
"Today, I want you to recommend\n" = "今天想请你推荐\n"
"Today, I won five battles and lost\n" = "今天赢了五场，\n"
"Today, a gorgeous SWIMMER \n" = "今天有个漂亮的泳装女孩\n"
"Today, like every other day,\n" = "今天和往常一样，\n"
"Today, our no. 1 gamer is…\n" = "今天的一号玩家是…\n"
"Today, we ask the question, “What do\n" = "今天的问题是“人们\n"
"Today, we bring you the story\n" = "今天我们带来\n"
"Today, we bring you this report from\n" = "今天，由我们外派的记者\n"
"Today, we examine the {POKEBLOCK} blended\n" = "今天来检验搅拌好的{POKEBLOCK}，\n"
"Today, we investigate {STR_VAR_1}'s\n" = "今天我们要调查{STR_VAR_1}的\n"
"Today, we turned our lens on the\n" = "今天我们镜头对准的是\n"
"Today, we visit the SECRET BASE\n" = "今天我们要探访\n"
"Today, we'll get rolling with the\n" = "今天先从这个单元开始\n"
"Today, we're going to look at {STR_VAR_1}'s\n" = "今天我们要介绍{STR_VAR_1}的\n"
"Today, we're going to profile a POKéMON\n" = "今天我们要介绍一只\n"
"Today, we're going to profile {STR_VAR_1},\n" = "今天我们要介绍{STR_VAR_1}，\n"
"Today, we've rounded up the fans of\l" = "今天我们请来了超人气\l"
"Today, you could earn some of these\n" = "今天，你可能赢得这些\n"
"Toggle Gender" = "切换性别"
"Toggle {STR_VAR_1}All badges" = "切换{STR_VAR_1}全部徽章"
"Toggle {STR_VAR_1}BagUse OFF" = "切换{STR_VAR_1}背包使用关闭"
"Toggle {STR_VAR_1}Catching OFF" = "切换{STR_VAR_1}捕捉关闭"
"Toggle {STR_VAR_1}Collision OFF" = "切换{STR_VAR_1}碰撞关闭"
"Toggle {STR_VAR_1}Encounter OFF" = "切换{STR_VAR_1}遭遇关闭"
"Toggle {STR_VAR_1}Fly Flags" = "切换{STR_VAR_1}飞翔标记"
"Toggle {STR_VAR_1}Frontier Pass" = "切换{STR_VAR_1}开拓区通行证"
"Toggle {STR_VAR_1}Match Call" = "切换{STR_VAR_1}训练家联络"
"Toggle {STR_VAR_1}NatDex" = "切换{STR_VAR_1}全国图鉴"
"Toggle {STR_VAR_1}PokéNav" = "切换{STR_VAR_1}宝可梦领航员"
"Toggle {STR_VAR_1}Pokédex" = "切换{STR_VAR_1}图鉴"
"Toggle {STR_VAR_1}Running Shoes" = "切换{STR_VAR_1}跑步鞋"
"Toggle {STR_VAR_1}TrainerSee OFF" = "切换{STR_VAR_1}训练家视线关闭"
"Tom" = "汤姆"
"Tomato" = "番茄"
"TomatoPlum" = "番茄李"
"Tommy" = "汤米"
"Tommy Boy" = "汤米仔"
"Tomorrow!$" = "明天！$"
"Too bad! There's no room left for\n" = "真遗憾！没有空间再放\n"
"Too bad!$" = "太可惜了！$"
"Too bad!\n" = "真遗憾！\n"
"Too cold!$" = "太冷了！$"
"Too fast!$" = "太快了！$"
"Too hot!$" = "太烫了！$"
"Too hot!\n" = "太烫了！\n"
"Too incredible, even!\p" = "简直难以置信!\p"
"Too many other Objects nearby.\n" = "附近的其他物件太多。\n"
"Too much so!$" = "强得过分！$"
"Too strong!$" = "太强了！$"
"Took all night to catch." = "抓它花了一整晚。"
"Took the BATTLE TOWER challenge$" = "挑战对战塔$"
"TopazApple" = "黄玉苹果"
"Torch" = "火炬"
"Torchic Mastery" = "火稚鸡精通"
"Torchic line in\l" = "火稚鸡进化系\l"
"Torment Charm" = "无理取闹护符"
"Torment Curse" = "无理取闹诅咒"
"Tormented" = "被折磨"
"Torments the foe and stops\n" = "折磨对手，使其无法\n"
"Tornadus,\l" = "龙卷云、\l"
"Toronja" = "托隆哈"
"Tossing them SAFARI BALLS, are you?\p" = "在那边扔狩猎球，是吧？\p"
"Total Adventures" = "冒险总数"
"Total Badges" = "徽章总数"
"Total Battles" = "对战总数"
"Total Cup.\p" = "总和杯的简称。\p"
"Totodile Mastery" = "小锯鳄精通"
"Totodile line in\l" = "小锯鳄进化系\l"
"Totodile, Treecko,\l" = "小锯鳄、木守宫、\l"
"Tough routes have few wild Pokémon, but\n" = "困难的道路野生宝可梦少，\n"
"Toughened WATER POKéMON." = "锻炼得结实的水属性。"
"Tougher but flammable." = "更耐打但怕火。"
"Tournament.$" = "向导。$"
"Toward the end, even {STR_VAR_1}\n" = "到了最后，连{STR_VAR_1}\n"
"Tower and collect\l" = "并领取\l"
"Town Exit" = "小镇出口"
"Town Map Upgrade" = "城镇地图升级"
"Town Square" = "中央广场"
"Town Square for you.$" = "城镇广场等你。$"
"Town Style" = "小镇风格"
"Toxel Mastery" = "电音婴精通"
"Toxel line in your\l" = "电音婴进化系的\l"
"Toxic Counter" = "剧毒计数"
"Toxic Lizard" = "毒蜥"
"Toxic Monkey" = "毒猴"
"Toxic Mouse" = "毒鼠"
"Toxic Mouth" = "毒口"
"Toxic Poison" = "剧毒"
"Tracker, in order to reach 100% Quest\l" = "追踪器，也能达到100%的\l"
"Tracking data expires in\n" = "追踪数据将在\n"
"Tracking data expires soon…$" = "追踪数据即将过期…$"
"Trade POKéMON with another player\n" = "与其他玩家交换宝可梦，\n"
"Trade Team" = "交换队伍"
"Trade a Pokémon\n" = "与兰多曼先生\n"
"Trade abilities on contact." = "接触时交换特性。"
"Traded BIKES$" = "交换自行车$"
"Traded for {STR_VAR_2}" = "用{STR_VAR_2}交换获得"
"Trades accuracy for power." = "提高力量但降低命中。"
"Trades effects for power." = "放弃追加效果增强威力。"
"Trading" = "通信交换"
"Trading, holding {STR_VAR_2}" = "携带{STR_VAR_2}通信交换"
"Train {PKMN} to help\n" = "训练{PKMN}\n"
"Trained Pokémon Habitats$" = "受训宝可梦栖息地$"
"Trained Pokémon!\n" = "住着受过训练的宝可梦！\n"
"Trained to battle!\p" = "被训练来对战过！\p"
"Trainee" = "学徒"
"Trainer Battle).$" = "(对战后)。$"
"Trainer Battles" = "训练家对战"
"Trainer Battles will always be 1v1." = "训练家对战固定为1对1。"
"Trainer Battles will always be 2v2." = "训练家对战固定为2对2。"
"Trainer Battles will randomly be 1v1 or\n" = "训练家对战随机为1对1或\n"
"Trainer Battles.$" = "训练家对战。$"
"Trainer Order" = "训练家顺序"
"Trainer School" = "训练家学校"
"Trainer Tips.\n" = "训练家提示。\n"
"Trainer and\l" = "训练家，并\l"
"Trainer battles\l" = "对战中\l"
"Trainer in a Battle\l" = "击败所有训练家，\l"
"Trainer in the Unova region?$" = "训练家来一场如何？$"
"Trainer is in the dumps and will stick\n" = "觉训练家情绪低落，并\n"
"Trainer like you, {PLAYER}.\p" = "像你那样强的训练家，{PLAYER}。\p"
"Trainer manages to challenge me.\p" = "训练家能向我发起挑战。\p"
"Trainer you are.\p" = "可爱的训练家。\p"
"Trainer {PKMN} (After\l" = "训练家的{PKMN}\l"
"Trainer!$" = "愚蠢的训练家！$"
"Trainer's hearts!$" = "训练家们的心！$"
"Trainer's.\p" = "别的训练家的。\p"
"Trainer, and you know it!$" = "训练家，你等着瞧！$"
"Trainer.$" = "训练家的潜力。$"
"Trainer.\p" = "训练家。\p"
"Trainer\p" = "优秀的训练家\p"
"Trainers" = "训练家"
"Trainers and\l" = "和彩虹模式，\l"
"Trainers appear in the order they appear\n" = "训练家按官方游戏中的\n"
"Trainers appear randomly without\n" = "训练家随机出现，\n"
"Trainers appear somewhat randomly\n" = "训练家大致按其\n"
"Trainers back to back without a chance\n" = "挑战强大训练家，\n"
"Trainers can have wider type specialties\n" = "训练家类型更宽泛，\n"
"Trainers enabled.$" = "训练家。$"
"Trainers will mostly stick to their type\n" = "训练家大多专注于\n"
"Trainers, I'll happily give you a reward!$" = "所有训练家，我就乐意给你奖励！$"
"Trainer…\p" = "年轻的训练家吗…\p"
"Training POKéMON is good," = "训练宝可梦虽好，"
"Training is meaningful only if you\n" = "只有坚持训练，\n"
